,created_at,text,Clean,Hashtags,Mentions,Hour,Sentiment,Sentiment_Label,Sentiment_Score
261444,2020-03-29T13:50:05,"Support home care workers, nannies, and housekeepers affected by #covid-19. Chip in to our #Coronavirus Care Fund right now: https://t.co/mAYv8Tl4UP https://t.co/SMVyr5MUYb",support home care workers nannies housekeepers affected covid chip coronavirus care fund right,"['covid', 'Coronavirus']",[],13,"{'label': 'NEGATIVE', 'score': 0.721836507320404}",NEGATIVE,-0.721836507320404
261544,2020-03-29T13:50:26,Dr Anthony Fauci has stated that there is still a risk of infection from the droplet nuclei (aerosol sized) suspended droplets of #CoronaVirus. See his interview with Trevor Noah starting at 2 minutes. 1/ https://t.co/CeYrgU9LY7,anthony fauci stated still risk infection droplet nuclei aerosol sized suspended droplets coronavirus see interview trevor noah starting minutes,['CoronaVirus'],[],13,"{'label': 'NEGATIVE', 'score': 0.9890278577804565}",NEGATIVE,-0.9890278577804565
262804,2020-03-29T13:54:28,"@ZachandMattShow #Coronavirus will kill Trump. If not politically, then literally. 

Poor initial response will be his downfall. 

#TrumpPandemic2020",zachandmattshow coronavirus kill trump not politically literally poor initial response downfall trumppandemic,"['Coronavirus', 'TrumpPandemic2020']",['ZachandMattShow'],13,"{'label': 'NEGATIVE', 'score': 0.9958415627479553}",NEGATIVE,-0.9958415627479553
263510,2020-03-29T13:56:41,Its times like these I wish I was a kiwi! Get it together #scomo #libtards #covid19,times like wish kiwi get together scomo libtards covid,"['scomo', 'libtards', 'covid19']",[],13,"{'label': 'NEGATIVE', 'score': 0.978387713432312}",NEGATIVE,-0.978387713432312
264039,2020-03-29T13:58:13,Ayyyeee #CoronaVirus I got that PPE https://t.co/39XFqOzGcI,ayyyeee coronavirus got ppe,['CoronaVirus'],[],13,"{'label': 'NEGATIVE', 'score': 0.9280290007591248}",NEGATIVE,-0.9280290007591248
264941,2020-03-29T14:00:10,Many common household cleaning products can kill the coronavirus if you use them properly #COVID19 https://t.co/3sEbSGlpwT,many common household cleaning products kill coronavirus use properly covid,['COVID19'],[],14,"{'label': 'NEGATIVE', 'score': 0.9990963935852051}",NEGATIVE,-0.9990963935852051
265172,2020-03-29T14:00:29,"New! ""Wing Whiskers &amp; The K-9 Grapevine"" - Evidence of Eric's Computer Gremlins

🎧 https://t.co/zt0Vyn2hTp
🌐 https://t.co/TgUrRaJYFC

#thetragedyacademy #podernfamily #podcast #podcasts #memes #covid19 #covid-19 #coronavirus #stayathome #socialdistancing #quarantinelife https://t.co/uMJuAUVBOM",new wing whiskers amp grapevine evidence eric computer gremlins thetragedyacademy podernfamily podcast podcasts memes covid covid coronavirus stayathome socialdistancing quarantinelife,"['thetragedyacademy', 'podernfamily', 'podcast', 'podcasts', 'memes', 'covid19', 'covid', 'coronavirus', 'stayathome', 'socialdistancing', 'quarantinelife']",[],14,"{'label': 'NEGATIVE', 'score': 0.9804850220680237}",NEGATIVE,-0.9804850220680237
265662,2020-03-29T14:01:12,new conspiracy theory: George R.R. Martin created #COVID19 so he wouldn’t have to release Winds of Winter this year,new conspiracy theory george martin created covid release winds winter year,['COVID19'],[],14,"{'label': 'POSITIVE', 'score': 0.8858082294464111}",POSITIVE,0.8858082294464111
265897,2020-03-29T14:01:49,"Dr. Bazeli:
Q-How are children infected by #COVID19?
A-Virus has special characteristics and it affects immune system of 14yrs and older and any underling conditions will affect patients.
In youngers, will not end in death but acute infection in lungs and body system... https://t.co/JU8zUj5Ryd",bazeli children infected covid virus special characteristics affects immune system yrs older underling conditions affect patients youngers not end death acute infection lungs body system,['COVID19'],[],14,"{'label': 'NEGATIVE', 'score': 0.6447064876556396}",NEGATIVE,-0.6447064876556396
266054,2020-03-29T14:02:19,#hoganstrong on FOX news Sunday. Discussing his plan for Marylanders against #coronavirus. Smart and caring man! https://t.co/ekusdnOiXx,hoganstrong fox news sunday discussing plan marylanders coronavirus smart caring man,"['hoganstrong', 'coronavirus']",[],14,"{'label': 'NEGATIVE', 'score': 0.572658896446228}",NEGATIVE,-0.572658896446228
266260,2020-03-29T14:02:54,"This is shameless by @elconfidencial. No, it's not a 'Dutch philosophy' that admitting old (dying) people to hospitals is considered inhuman. #coronavirus https://t.co/EIfKaHtnmr",shameless elconfidencial not dutch philosophy admitting old dying people hospitals considered inhuman coronavirus,['coronavirus'],['elconfidencial'],14,"{'label': 'NEGATIVE', 'score': 0.9899494051933289}",NEGATIVE,-0.9899494051933289
266491,2020-03-29T14:03:32,"#JackMa donates one million face #masks and 500,000 coronavirus #testing kits to the US. 

#ppe #coronavirus #ppeshortage #covid19 #masks #gloves #gowns #testingkits https://t.co/y0nllCXwPf",jackma donates one million face masks coronavirus testing kits ppe coronavirus ppeshortage covid masks gloves gowns testingkits,"['JackMa', 'masks', 'testing', 'ppe', 'coronavirus', 'ppeshortage', 'covid19', 'masks', 'gloves', 'gowns', 'testingkits']",[],14,"{'label': 'NEGATIVE', 'score': 0.9792829751968384}",NEGATIVE,-0.9792829751968384
267043,2020-03-29T14:05:03,Free Webinar Today - Corona Virus and the Impact on the Financial Markets - attend and you receive a copy of our Ebook - Sign Up Here - https://t.co/8vMODHeuXo #trading #investing #corona #covid_19 #coronavirus https://t.co/YjpY62D4ug,free webinar today corona virus impact financial markets attend receive copy ebook sign trading investing corona covid coronavirus,"['trading', 'investing', 'corona', 'covid_19', 'coronavirus']",[],14,"{'label': 'NEGATIVE', 'score': 0.9912837743759155}",NEGATIVE,-0.9912837743759155
267184,2020-03-29T14:05:22,"#COVID19 never, ever vote for a Republican again...never. They will kill you before #impeaching Trump.  Staying in power and covering up for Trump is their primary goal. 

Constituents-you, your children, your family do not matter to them.",covid never ever vote republican never kill impeaching trump staying power covering trump primary goal constituents children family not matter,"['COVID19', 'impeaching']",[],14,"{'label': 'NEGATIVE', 'score': 0.7237035036087036}",NEGATIVE,-0.7237035036087036
267343,2020-03-29T14:05:50,"#Iran fell behind 45 days of #Covid_19 curve that exceeded #CoronavirusOutbreak 
Fighting the epidemy wasn't done correctly because of incompetence of regime officials.
Iranians also spread it to EU! https://t.co/xmDIRnxfFm",iran fell behind days covid curve exceeded coronavirusoutbreak fighting epidemy done correctly incompetence regime officials iranians also spread,"['Iran', 'Covid_19', 'CoronavirusOutbreak']",[],14,"{'label': 'NEGATIVE', 'score': 0.9867982268333435}",NEGATIVE,-0.9867982268333435
268683,2020-03-29T14:09:40,#hiring is still happening in Canada amid #covid19 https://t.co/L1XWbpSzvS,hiring still happening canada amid covid,"['hiring', 'covid19']",[],14,"{'label': 'POSITIVE', 'score': 0.9081935286521912}",POSITIVE,0.9081935286521912
268720,2020-03-29T14:09:46,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",stand italy trying times share support italian friends colleagues friends family cari amici siamo con voi covid westandwithitaly,"['COVID19', 'WeStandWithItaly']",[],14,"{'label': 'POSITIVE', 'score': 0.8766415119171143}",POSITIVE,0.8766415119171143
269309,2020-03-29T14:11:17,"In light of current events with the #Coronavirus #COVID19, I decided to make a short #COVfefe thread.
On May 31st 2017, @realDonaldTrump tweeted ""Despite the constant negative press covfefe""
1/n",light current events coronavirus covid decided make short covfefe thread may realdonaldtrump tweeted despite constant negative press covfefe,"['Coronavirus', 'COVID19', 'COVfefe']",['realDonaldTrump'],14,"{'label': 'NEGATIVE', 'score': 0.9957968592643738}",NEGATIVE,-0.9957968592643738
271732,2020-03-29T14:17:53,I nominate myself for #HandsUpForNurses I am a student nurse/healthcare assistant! my hands have been feeling sore due to excessive hand washing to keep my patients safe. I would also like to donate to a chosen ward at my local hospital 💗 #nhs #COVID19 https://t.co/awFKRGW8mg https://t.co/83gng05NDW,nominate handsupfornurses student nurse healthcare assistant hands feeling sore due excessive hand washing keep patients safe would also like donate chosen ward local hospital nhs covid,"['HandsUpForNurses', 'nhs', 'COVID19']",[],14,"{'label': 'NEGATIVE', 'score': 0.9919614791870117}",NEGATIVE,-0.9919614791870117
272867,2020-03-29T14:20:46,"I pray that everyone is staying safe and following the rules put in place by the government. Because this COVID-19 is no joke. My son is doing much better. Thankful. Breathing is still a little shaky, but all in all better. #COVID19 #asthmasucks #staysafe",pray everyone staying safe following rules put place government covid joke son much better thankful breathing still little shaky better covid asthmasucks staysafe,"['COVID19', 'asthmasucks', 'staysafe']",[],14,"{'label': 'NEGATIVE', 'score': 0.9855941534042358}",NEGATIVE,-0.9855941534042358
273179,2020-03-29T14:21:33,Indian Army sources: A Colonel-rank doctor has tested positive for #COVID19 at Army Command Hospital in Kolkata. The officer was in New Delhi recently. The officer has been put under quarantine and all precautions are being taken for his colleagues as well. https://t.co/G9iO5yKDnZ,indian army sources colonel rank doctor tested positive covid army command hospital kolkata officer new delhi recently officer put quarantine precautions taken colleagues well,['COVID19'],[],14,"{'label': 'POSITIVE', 'score': 0.8888559341430664}",POSITIVE,0.8888559341430664
273785,2020-03-29T14:23:24,"Please stay home, spend time with family. We are out here to give you every info you need to know! 

#stayhome #staysafe #pandemic #coronavirus #photojournalist #photojournalism #kashmir #covid19 #photographer #who https://t.co/lBZwTaNugY",please stay home spend time family give every info need know stayhome staysafe pandemic coronavirus photojournalist photojournalism kashmir covid photographer,"['stayhome', 'staysafe', 'pandemic', 'coronavirus', 'photojournalist', 'photojournalism', 'kashmir', 'covid19', 'photographer', 'who']",[],14,"{'label': 'NEGATIVE', 'score': 0.979931652545929}",NEGATIVE,-0.979931652545929
273846,2020-03-29T14:23:35,#CSIUganda is proud to support/join @MinofHealthUG @JaneRuth_Aceng &amp; other frontline partners to ensure vulnerable families have food. #hunger #seniors #children #widows #pregnantwomen #newborns #orphans #foodsecurity #CoronavirusPandemic #COVID19 #Uganda #SDGs #RMNCAH #CSICares https://t.co/5q4VLvvIFg,csiuganda proud support join minofhealthug janeruth aceng amp frontline partners ensure vulnerable families food hunger seniors children widows pregnantwomen newborns orphans foodsecurity coronaviruspandemic covid uganda sdgs rmncah csicares,"['CSIUganda', 'hunger', 'seniors', 'children', 'widows', 'pregnantwomen', 'newborns', 'orphans', 'foodsecurity', 'CoronavirusPandemic', 'COVID19', 'Uganda', 'SDGs', 'RMNCAH', 'CSICares']","['MinofHealthUG', 'JaneRuth_Aceng']",14,"{'label': 'POSITIVE', 'score': 0.9859269857406616}",POSITIVE,0.9859269857406616
274455,2020-03-29T14:25:15,"***PLEASE SHARE***
Seller's on Ebay are selling Meals ready to eat that are repackaged heat sealed, EXPIRED &amp; ROTTEN!! DO NOT BUY OR BEWARE
#Coronavirus #pandemic #Ebay #MREs #MRE",please share seller ebay selling meals ready eat repackaged heat sealed expired amp rotten not buy beware coronavirus pandemic ebay mres mre,"['Coronavirus', 'pandemic', 'Ebay', 'MREs', 'MRE']",[],14,"{'label': 'NEGATIVE', 'score': 0.9978922605514526}",NEGATIVE,-0.9978922605514526
274922,2020-03-29T14:26:40,"There’s  NO WAY  #italy and #USA surpass #China in the amount of #CoronavirusOutbreak cases. Impossible! There’s no way.  

#CoronavirusUSA #CoronaVirusNYC 

 @CNNPolitics @foxandfriends @CDCgov",way italy usa surpass china amount coronavirusoutbreak cases impossible way coronavirususa coronavirusnyc cnnpolitics foxandfriends cdcgov,"['italy', 'USA', 'China', 'CoronavirusOutbreak', 'CoronavirusUSA', 'CoronaVirusNYC']","['CNNPolitics', 'foxandfriends', 'CDCgov']",14,"{'label': 'NEGATIVE', 'score': 0.9799337983131409}",NEGATIVE,-0.9799337983131409
277122,2020-03-29T14:32:26,"This is an example of which measures of this #COVID19 state of exception should become permanent, on a global scale, after the end of the pandemic. https://t.co/7LUxfapJ8e",example measures covid state exception become permanent global scale end pandemic,['COVID19'],[],14,"{'label': 'NEGATIVE', 'score': 0.9542626142501831}",NEGATIVE,-0.9542626142501831
277174,2020-03-29T14:32:37,"Unfortunately, we had to transition this race to a virtual race due to the #COVID19 pandemic. FYI, a virtual race means that you make up your own race course wherever you are and run the race on your own, or with others. Benefit = you don't have to travel to run the race.",unfortunately transition race virtual race due covid pandemic fyi virtual race means make race course wherever run race others benefit travel run race,['COVID19'],[],14,"{'label': 'NEGATIVE', 'score': 0.9890260696411133}",NEGATIVE,-0.9890260696411133
277317,2020-03-29T14:33:00,"@Mr_Shailandra @CMOGuj @PradipsinhGuj @imBhupendrasinh @GTUoffice @gujuni1949 @GujEduDept @abpasmitatv @tv9gujarati In the midst of great pandemic #Covid19 we request @CMOGuj @pradipsinhguj @imbhupendrasinh to consider a small request of promoting students of all universities across the state for this semester.#MassPromotion
@GTUoffice @gujuni1949 @gujedudept  @abpasmitatv @tv9gujarati #corona https://t.co/iBCtxQa0Jk",shailandra cmoguj pradipsinhguj imbhupendrasinh gtuoffice gujuni gujedudept abpasmitatv gujarati midst great pandemic covid request cmoguj pradipsinhguj imbhupendrasinh consider small request promoting students universities across state semester masspromotion gtuoffice gujuni gujedudept abpasmitatv gujarati corona,"['Covid19', 'MassPromotion', 'corona']","['Mr_Shailandra', 'CMOGuj', 'PradipsinhGuj', 'imBhupendrasinh', 'GTUoffice', 'gujuni1949', 'GujEduDept', 'abpasmitatv', 'tv9gujarati', 'CMOGuj', 'pradipsinhguj', 'imbhupendrasinh', 'GTUoffice', 'gujuni1949', 'gujedudept', 'abpasmitatv', 'tv9gujarati']",14,"{'label': 'NEGATIVE', 'score': 0.983044445514679}",NEGATIVE,-0.983044445514679
277481,2020-03-29T14:33:25,"@Mr_Shailandra @CMOGuj @PradipsinhGuj @imBhupendrasinh @GTUoffice @gujuni1949 @GujEduDept @abpasmitatv @tv9gujarati In the midst of great pandemic #Covid19 we request @CMOGuj @pradipsinhguj @imbhupendrasinh to consider a small request of promoting students of all universities across the state for this semester. #MassPromotion
@GTUoffice @gujuni1949 @gujedudept  @abpasmitatv @tv9gujarati",shailandra cmoguj pradipsinhguj imbhupendrasinh gtuoffice gujuni gujedudept abpasmitatv gujarati midst great pandemic covid request cmoguj pradipsinhguj imbhupendrasinh consider small request promoting students universities across state semester masspromotion gtuoffice gujuni gujedudept abpasmitatv gujarati,"['Covid19', 'MassPromotion']","['Mr_Shailandra', 'CMOGuj', 'PradipsinhGuj', 'imBhupendrasinh', 'GTUoffice', 'gujuni1949', 'GujEduDept', 'abpasmitatv', 'tv9gujarati', 'CMOGuj', 'pradipsinhguj', 'imbhupendrasinh', 'GTUoffice', 'gujuni1949', 'gujedudept', 'abpasmitatv', 'tv9gujarati']",14,"{'label': 'NEGATIVE', 'score': 0.9802317023277283}",NEGATIVE,-0.9802317023277283
277863,2020-03-29T14:34:30,"https://t.co/094cXRN5bh
COVID pandemic - explained for masses.
#Covid_19 
#COVID #IndiaFightsCorona #COVID19Pakistan #Covid19usa #coviditaly #CoVidAustralia #CovidSpain #covidban #COVIDChina #covideu #CoronavirusPandemic #covidcan #COVID19indonesia #CoronaUpdate #covidRussia",covid pandemic explained masses covid covid indiafightscorona covid pakistan covid usa coviditaly covidaustralia covidspain covidban covidchina covideu coronaviruspandemic covidcan covid indonesia coronaupdate covidrussia,"['Covid_19', 'COVID', 'IndiaFightsCorona', 'COVID19Pakistan', 'Covid19usa', 'coviditaly', 'CoVidAustralia', 'CovidSpain', 'covidban', 'COVIDChina', 'covideu', 'CoronavirusPandemic', 'covidcan', 'COVID19indonesia', 'CoronaUpdate', 'covidRussia']",[],14,"{'label': 'NEGATIVE', 'score': 0.9684480428695679}",NEGATIVE,-0.9684480428695679
278365,2020-03-29T14:35:57,"Remember March 8th? #COVID19 was already rampant and spreading. My warnings at work were laughed off.

Told you so. https://t.co/9eXPGXEuJo",remember march covid already rampant spreading warnings work laughed told,['COVID19'],[],14,"{'label': 'NEGATIVE', 'score': 0.9906786680221558}",NEGATIVE,-0.9906786680221558
278445,2020-03-29T14:36:08,I really wish she would just either volunteer at a hospital in NYC or shut the fuck up! #COVID19 #VoteBlueToEndThisNightmare ##shutupalready https://t.co/sEnhRW3CAi,really wish would either volunteer hospital nyc shut fuck covid votebluetoendthisnightmare shutupalready,"['COVID19', 'VoteBlueToEndThisNightmare', 'shutupalready']",[],14,"{'label': 'NEGATIVE', 'score': 0.999464750289917}",NEGATIVE,-0.999464750289917
279149,2020-03-29T14:38:15,"@mattwridley What's the function of WHO actually? Telling lies with CCP?!😡
#ChineseVirus
#CCPLiedPeopleDied 
#CoronavirusPandemic",mattwridley function actually telling lies ccp chinesevirus ccpliedpeopledied coronaviruspandemic,"['ChineseVirus', 'CCPLiedPeopleDied', 'CoronavirusPandemic']",['mattwridley'],14,"{'label': 'NEGATIVE', 'score': 0.9879605770111084}",NEGATIVE,-0.9879605770111084
279344,2020-03-29T14:38:51,Why is #Germany's coronavirus mortality rate so low? | DW News https://t.co/47cBzLsE3y via @YouTube #coronavirus #CoronaCrisis #CoronaAlert #CoronavirusOutbreak #CoronaVirusUpdate #Covid #Covid_19 #Covid19,germany coronavirus mortality rate low news via youtube coronavirus coronacrisis coronaalert coronavirusoutbreak coronavirusupdate covid covid covid,"['Germany', 'coronavirus', 'CoronaCrisis', 'CoronaAlert', 'CoronavirusOutbreak', 'CoronaVirusUpdate', 'Covid', 'Covid_19', 'Covid19']",['YouTube'],14,"{'label': 'NEGATIVE', 'score': 0.9956719279289246}",NEGATIVE,-0.9956719279289246
279855,2020-03-29T14:40:19,"@bstep6446 @ChenueHer Great question! The prevailing theory is that there are/were many more undiagnosed cases of #COVID19 because Georgia was not and is not testing a large number of people, including those with symptoms.",bstep chenueher great question prevailing theory many undiagnosed cases covid georgia not not testing large number people including symptoms,['COVID19'],"['bstep6446', 'ChenueHer']",14,"{'label': 'NEGATIVE', 'score': 0.9958744049072266}",NEGATIVE,-0.9958744049072266
281265,2020-03-29T14:44:16,"The 10 Guineans who have tested positive for #coronavirus are being processed for repatriation to receive treatment in their country, Information Minister Kojo Oppong Nkrumah has announced. They have been in self-isolation for about 10 days now.
#COVID19Ghana
#GHnewsagency https://t.co/wDH5lN5sjJ",guineans tested positive coronavirus processed repatriation receive treatment country information minister kojo oppong nkrumah announced self isolation days covid ghana ghnewsagency,"['coronavirus', 'COVID19Ghana', 'GHnewsagency']",[],14,"{'label': 'NEGATIVE', 'score': 0.9898580312728882}",NEGATIVE,-0.9898580312728882
281402,2020-03-29T14:44:36,"@TheDaveWeinbaum #Coronavirus cases cross 1000 mark in India. 
Total cases - 1024

Bad news - 27 deaths so far

Good news - 95 patients recovered 

#IndiaFightsCorona

@ZeeNews",thedaveweinbaum coronavirus cases cross mark india total cases bad news deaths far good news patients recovered indiafightscorona zeenews,"['Coronavirus', 'IndiaFightsCorona']","['TheDaveWeinbaum', 'ZeeNews']",14,"{'label': 'POSITIVE', 'score': 0.7925625443458557}",POSITIVE,0.7925625443458557
282918,2020-03-29T14:48:43,"So now it’s going to get worse, not better, with #coronavirus. People will think *your* choice is endangering *their* health, or *your* choice is threatening *their* economic livelihood, and every gradient in between.",going get worse not better coronavirus people think choice endangering health choice threatening economic livelihood every gradient,['coronavirus'],[],14,"{'label': 'NEGATIVE', 'score': 0.9992631673812866}",NEGATIVE,-0.9992631673812866
282967,2020-03-29T14:48:51,"It's emerging &amp; observational data but this is a well written article from @NeurologyToday on the experience of neurologists in Italy &amp; potential neurologic symptoms with #COVID19: https://t.co/rzzKUvVVq5 

#SundayThoughts #COVID #coronavirus",emerging amp observational data well written article neurologytoday experience neurologists italy amp potential neurologic symptoms covid sundaythoughts covid coronavirus,"['COVID19', 'SundayThoughts', 'COVID', 'coronavirus']",['NeurologyToday'],14,"{'label': 'POSITIVE', 'score': 0.9875689148902893}",POSITIVE,0.9875689148902893
283677,2020-03-29T14:50:45,"Delhi:  23 new #Coronavirus positive cases reported today. Total number of cases in national capital rises to 72.

#StayHomeStaySafe #IndiaFightsCorona #COVID19outbreak https://t.co/eH3m7fIJDw",delhi new coronavirus positive cases reported today total number cases national capital rises stayhomestaysafe indiafightscorona covid outbreak,"['Coronavirus', 'StayHomeStaySafe', 'IndiaFightsCorona', 'COVID19outbreak']",[],14,"{'label': 'NEGATIVE', 'score': 0.7101949453353882}",NEGATIVE,-0.7101949453353882
284285,2020-03-29T14:52:20,"Only a Fool would Mock an Apology. Our Culture &amp;Traditions do not teach that 2 us. And in an age where we play blame game politics of PM of my country is apologizing then I bielive in him and support him fully. 
#Modijiapoligises

Let's take the Fight with #COVID19 2 next level.",fool would mock apology culture amp traditions not teach age play blame game politics country apologizing bielive support fully modijiapoligises let take fight covid next level,"['Modijiapoligises', 'COVID19']",[],14,"{'label': 'NEGATIVE', 'score': 0.9932088255882263}",NEGATIVE,-0.9932088255882263
284625,2020-03-29T14:53:19,I am ready to have my freedom back! This has gotten old... this must end #COVID19 #Quarantine,ready freedom back gotten old must end covid quarantine,"['COVID19', 'Quarantine']",[],14,"{'label': 'NEGATIVE', 'score': 0.9937201142311096}",NEGATIVE,-0.9937201142311096
284753,2020-03-29T14:53:40,"The @MDHealthDept provides daily updates on the number of #COVID19 cases statewide at 10 a.m. based on the most recently available data.

For information and health resources, visit: https://t.co/9LEHaSDimJ https://t.co/xJ1BN6eJv7",mdhealthdept provides daily updates number covid cases statewide based recently available data information health resources visit,['COVID19'],['MDHealthDept'],14,"{'label': 'POSITIVE', 'score': 0.9513984322547913}",POSITIVE,0.9513984322547913
284945,2020-03-29T14:54:10,"@Jrock41S @realDonaldTrump @freep ""...An imbecile at the head of the US government would always be a problem. But, an imbecile so narcicisstic that he elevates his own stunted knowledge above the judgment of medicine and science is a calamity.""

#Covid19 is the illness. Trump is the Virus.",jrock realdonaldtrump freep imbecile head government would always problem imbecile narcicisstic elevates stunted knowledge judgment medicine science calamity covid illness trump virus,['Covid19'],"['Jrock41S', 'realDonaldTrump', 'freep']",14,"{'label': 'NEGATIVE', 'score': 0.9943336844444275}",NEGATIVE,-0.9943336844444275
285822,2020-03-29T14:56:46,"@TeamPelosi According to him he always knew it was a #CoronavirusPandemic before it was actually one.. He acted irresponsible and criminal. He needs #ImpeachTrumpAgain and then locked up for playing a part in over 123k cases so far and 2,231 deaths https://t.co/AU9Wwo3vCi",teampelosi according always knew coronaviruspandemic actually one acted irresponsible criminal needs impeachtrumpagain locked playing part cases far deaths,"['CoronavirusPandemic', 'ImpeachTrumpAgain']",['TeamPelosi'],14,"{'label': 'NEGATIVE', 'score': 0.9971343278884888}",NEGATIVE,-0.9971343278884888
287033,2020-03-29T15:00:00,"“In other words, you must #StayHome. I know that you want to be free, I respect this desire of yours. But, as you will appreciate, there can be no freedom without life. First, a healthy life, then freedom…” #coronavirus https://t.co/4guSehJN5z",words must stayhome know want free respect desire appreciate freedom without life first healthy life freedom coronavirus,"['StayHome', 'coronavirus']",[],15,"{'label': 'NEGATIVE', 'score': 0.6113724708557129}",NEGATIVE,-0.6113724708557129
288587,2020-03-29T15:02:57,D-1 : Fight with Covid-19   #Nurse #coronavirus  #2020,fight covid nurse coronavirus,"['Nurse', 'coronavirus', '2020']",[],15,"{'label': 'NEGATIVE', 'score': 0.9470219612121582}",NEGATIVE,-0.9470219612121582
288990,2020-03-29T15:04:05,"Searching for #Hillary’s emails. Reading up on #Obama “legacy”.
Spreading @POTUS daily tweets. He’s the ONLY one keeping us informed. Keeping up with #Hoarding supplies in #NewYork 
Ignoring Cable #FakeNews wondering how #KennedyCenter is helping with #COVID19 Despising @DNC https://t.co/AXCRVsXwKx",searching hillary emails reading obama legacy spreading potus daily tweets one keeping informed keeping hoarding supplies newyork ignoring cable fakenews wondering kennedycenter helping covid despising dnc,"['Hillary', 'Obama', 'Hoarding', 'NewYork', 'FakeNews', 'KennedyCenter', 'COVID19']","['POTUS', 'DNC']",15,"{'label': 'NEGATIVE', 'score': 0.9932629466056824}",NEGATIVE,-0.9932629466056824
289313,2020-03-29T15:04:54,"Italian cases of #COVID19 rise 6.9%, the slowest daily rate of increase we have seen during the lockdown period https://t.co/6BZN60faKJ",italian cases covid rise slowest daily rate increase seen lockdown period,['COVID19'],[],15,"{'label': 'NEGATIVE', 'score': 0.9919824600219727}",NEGATIVE,-0.9919824600219727
289949,2020-03-29T15:06:22,Love #coronavirus at least this year we will not see hate mongering songs on streets of Hyderabad https://t.co/NEdOJgGZlI,love coronavirus least year not see hate mongering songs streets hyderabad,['coronavirus'],[],15,"{'label': 'NEGATIVE', 'score': 0.8720079660415649}",NEGATIVE,-0.8720079660415649
290644,2020-03-29T15:08:21,"Insights from immuno-oncology: The Society for Immunotherapy of Cancer ( @sitcancer ) statement on access to IL-6-targeting therapies for COVID-19 [Mar 24, 2020] @PAscierto et al. https://t.co/eLZ8411Pma #ImmunoOnc #IDonc #COVID19nCancer #COVID19",insights immuno oncology society immunotherapy cancer sitcancer statement access targeting therapies covid mar pascierto immunoonc idonc covid ncancer covid,"['ImmunoOnc', 'IDonc', 'COVID19nCancer', 'COVID19']","['sitcancer', 'PAscierto']",15,"{'label': 'POSITIVE', 'score': 0.8821414709091187}",POSITIVE,0.8821414709091187
291890,2020-03-29T15:11:23,"Knee-deep in Covid-19, our hospitals need steady supplies of PPEs, sanitisers and adequate staff

#Covid19

https://t.co/gYgnjdL2wj",knee deep covid hospitals need steady supplies ppes sanitisers adequate staff covid,['Covid19'],[],15,"{'label': 'NEGATIVE', 'score': 0.998587965965271}",NEGATIVE,-0.998587965965271
294768,2020-03-29T15:18:55,"@billboard Perhaps not at venues but 

Don’t let #coronavirus #Silence the music 🎶",billboard perhaps not venues let coronavirus silence music,"['coronavirus', 'Silence']",['billboard'],15,"{'label': 'NEGATIVE', 'score': 0.9760767817497253}",NEGATIVE,-0.9760767817497253
295182,2020-03-29T15:19:59,"State-by-state breakdown of #coronavirus cases. Marion County, Indiana alone has more cases than about 20 states. https://t.co/MWoHrZs4aD",state state breakdown coronavirus cases marion county indiana alone cases states,['coronavirus'],[],15,"{'label': 'NEGATIVE', 'score': 0.956543505191803}",NEGATIVE,-0.956543505191803
296179,2020-03-29T15:22:22,"#Flash
#JammuAndKashmir 

Labour Dept. notifies two more 24*7 helpline numbers to facilitate #migrant labourers of J&amp;K stranded in various parts of the #Country due to lockdown in view of #COVID19.",flash jammuandkashmir labour dept notifies two helpline numbers facilitate migrant labourers amp stranded various parts country due lockdown view covid,"['Flash', 'JammuAndKashmir', 'migrant', 'Country', 'COVID19']",[],15,"{'label': 'NEGATIVE', 'score': 0.9877830743789673}",NEGATIVE,-0.9877830743789673
297502,2020-03-29T15:25:48,"Medical supply producers and distributors say they need federal guidance abt where to send their products right now, as hospitals compete for PPE and ventilators to combat #COVID19. Just as the governors have repeatedly demanded... (WSJ) https://t.co/rxOYTfB5gT",medical supply producers distributors say need federal guidance abt send products right hospitals compete ppe ventilators combat covid governors repeatedly demanded wsj,['COVID19'],[],15,"{'label': 'NEGATIVE', 'score': 0.9988977313041687}",NEGATIVE,-0.9988977313041687
298261,2020-03-29T15:27:47,NEWS: Communities Secretary Robert Jenrick says “strategic coordination centres” are being established around the UK to deal with #coronavirus. All parts of the country are now on an emergency footing. https://t.co/rsWkfbgsFj,news communities secretary robert jenrick says strategic coordination centres established around deal coronavirus parts country emergency footing,['coronavirus'],[],15,"{'label': 'POSITIVE', 'score': 0.5071608424186707}",POSITIVE,0.5071608424186707
298848,2020-03-29T15:29:19,"The work continues as a government, as many are realizing a lot of work can be done by telephone, etc. Happy to keep doing that, Trudeau says. #cdnpoli #covid19",work continues government many realizing lot work done telephone etc happy keep trudeau says cdnpoli covid,"['cdnpoli', 'covid19']",[],15,"{'label': 'POSITIVE', 'score': 0.997776985168457}",POSITIVE,0.997776985168457
